Group,MIT_Binzel
Source,SMASS.mit.edu
Data_file,a004179.sp30.txt
Asteroid_or_meteorite,asteroid
Number,4179
Name,Toutatis
Prov_designation,1989 AC
BDM_class,Sq
Orbit,APO
Delta_V,6.59
Orig_VIS_range,unknown,unknown
Orig_NIR_range,unknown,unknown
Albedo_value,0.13
Albedo_uncert
Albedo_reference,
Asteroid_diam,3.2
Asteroid_diam_uncert
Asteroid_diam_reference
Absolute_magnitude,15.3
Absolute_magnitude_reference,MITHNEOS
Asteroid_semimajor_axis,2.534
Asteroid_inclination,0.00698126
Asteroid_eccentricity,0.63
Asteroid_NIR_phase_angle,26.9
Asteroid_NIR_airmass
Asteroid_solar_distance
Asteroid_geo_distance
Asteroid_NIR_exposure_dur
NIR_telescope,IRTF
NIR_date_observation,14-Sep-00
NIR_UT_time_observation
NIR_exposure_time
NIR_stand_star
Asteroid_V_phase_angle
Asteroid_V_airmass
Asteroid_V_exposure_dur
V_telescope
V_date_observation
V_UT_time_observation
V_exposure_time
V_stand_star
Meteorite_sample_ID,na
Meteorite_gen_type,na
Meteorite_type,na
Meteorite_subtype,na
Meteorite_experimental_cond,na
Meteorite_particulate,na
Meteorite_min_size,na
Meteorite_max_size,na
Meteorite_texture,na
Meteorite_origin,na
Meteorite_lab_source,na
Meteorite_phase_angle,na
Meteorite_incident_angle,na
Meteorite_emission_angle,na
Meteorite_date_observation,na
Meteorite_range,na
Normalization,yes
Spliced_by,DeMeo
Column_heading,Wavelength_microns,Reflectance,Uncert,Quality_code
,0.435,0.8459,0.0112,1.0
,0.4375,0.8542,0.0103,1.0
,0.44,0.8648,0.0096,1.0
,0.4425,0.8639,0.0087,1.0
,0.445,0.8575,0.008,1.0
,0.4475,0.8729,0.0078,1.0
,0.45,0.8695,0.0072,1.0
,0.4525,0.8668,0.0067,1.0
,0.455,0.8814,0.0064,1.0
,0.4575,0.8977,0.0062,1.0
,0.46,0.8943,0.0059,1.0
,0.4625,0.8939,0.0056,1.0
,0.465,0.902,0.0054,1.0
,0.4675,0.9042,0.0051,1.0
,0.47,0.9084,0.0048,1.0
,0.4725,0.9004,0.0046,1.0
,0.475,0.9109,0.0044,1.0
,0.4775,0.9252,0.0042,1.0
,0.48,0.9256,0.0042,1.0
,0.4825,0.9122,0.004,1.0
,0.485,0.9243,0.0039,1.0
,0.4875,0.923,0.0038,1.0
,0.49,0.9334,0.0036,1.0
,0.4925,0.9392,0.0035,1.0
,0.495,0.9441,0.0035,1.0
,0.4975,0.9388,0.0033,1.0
,0.5,0.9479,0.0032,1.0
,0.5025,0.9488,0.0031,1.0
,0.505,0.95,0.003,1.0
,0.5075,0.9611,0.0029,1.0
,0.51,0.9687,0.0029,1.0
,0.5125,0.9635,0.0029,1.0
,0.515,0.952,0.0028,1.0
,0.5175,0.9685,0.0027,1.0
,0.52,0.974,0.0026,1.0
,0.5225,0.9695,0.0025,1.0
,0.525,0.9733,0.0025,1.0
,0.5275,0.986,0.0024,1.0
,0.53,0.9805,0.0023,1.0
,0.5325,0.9859,0.0023,1.0
