Group,MIT_Binzel
Source,SMASS.mit.edu
Data_file,a001848.sp07.txt
Asteroid_or_meteorite,asteroid
Number,1848
Name,Delvaux
Prov_designation,
BDM_class,S
Orbit,MB
Delta_V
Orig_VIS_range,unknown,unknown
Orig_NIR_range,unknown,unknown
Albedo_value
Albedo_uncert
Albedo_reference
Asteroid_diam
Asteroid_diam_uncert
Asteroid_diam_reference
Absolute_magnitude,10.95
Absolute_magnitude_reference,http://hamilton.dm.unipi.it/~astdys2/propsynth/all.syn
Asteroid_semimajor_axis,2.8712502
Asteroid_sin_inclination,0.0400525
Asteroid_eccentricity,0.0537388
Asteroid_NIR_phase_angle
Asteroid_NIR_airmass
Asteroid_solar_distance
Asteroid_geo_distance
Asteroid_NIR_exposure_dur
NIR_telescope,IRTF
NIR_date_observation,14-Aug-9
NIR_UT_time_observation
NIR_stand_star
Asteroid_V_phase_angle
Asteroid_V_airmass
Asteroid_V_exposure_dur
V_telescope
V_date_observation
V_UT_time_observation
V_stand_star
Meteorite_sample_ID,na
Meteorite_gen_type,na
Meteorite_type,na
Meteorite_subtype,na
Meteorite_experimental_cond,na
Meteorite_particulate,na
Meteorite_min_size,na
Meteorite_max_size,na
Meteorite_texture,na
Meteorite_origin,na
Meteorite_lab_source,na
Meteorite_phase_angle,na
Meteorite_incident_angle,na
Meteorite_emission_angle,na
Meteorite_volt,na
Meteorite_date_observation,na
Meteorite_time_observation,na
Meteorite_range,na,na
Normalization,yes
Spliced_by,DeMeo
Column_heading,Wavelength_microns,Reflectance,Uncert,Quality_code
,0.435,0.76,0.0612,1.0
,0.4375,0.6022,0.0553,1.0
,0.44,0.6422,0.0506,1.0
,0.4425,0.7492,0.0464,1.0
,0.445,0.7783,0.044,1.0
,0.4475,0.7661,0.0402,1.0
,0.45,0.8362,0.0369,1.0
,0.4525,0.8012,0.0353,1.0
,0.455,0.8201,0.0337,1.0
,0.4575,0.7249,0.0306,1.0
,0.46,0.8019,0.0293,1.0
,0.4625,0.8646,0.0277,1.0
,0.465,0.8077,0.0261,1.0
,0.4675,0.8495,0.0251,1.0
,0.47,0.8185,0.0238,1.0
,0.4725,0.849,0.0226,1.0
,0.475,0.8301,0.0214,1.0
,0.4775,0.8508,0.0207,1.0
,0.48,0.8581,0.0198,1.0
,0.4825,0.8279,0.0189,1.0
,0.485,0.8268,0.0183,1.0
,0.4875,0.8734,0.0188,1.0
,0.49,0.8995,0.018,1.0
,0.4925,0.8599,0.0164,1.0
,0.495,0.853,0.016,1.0
,0.4975,0.8425,0.0153,1.0
,0.5,0.8793,0.0149,1.0
,0.5025,0.8637,0.0145,1.0
,0.505,0.8779,0.0141,1.0
,0.5075,0.8628,0.0135,1.0
,0.51,0.9305,0.0131,1.0
,0.5125,0.9182,0.0128,1.0
,0.5375,0.9492,0.0101,1.0
,0.54,0.981,0.0098,1.0
,0.5425,1.0034,0.0097,1.0
,0.545,0.9994,0.0095,1.0
,0.5475,1.028,0.0093,1.0
,0.55,1.0007,0.0091,1.0
,0.5525,1.0368,0.0089,1.0
,0.555,1.0079,0.0087,1.0
,0.5575,1.0329,0.0086,1.0
,0.56,1.0699,0.0087,1.0
,0.5625,1.0478,0.0088,1.0
,0.565,1.0311,0.0085,1.0
,0.5675,1.0598,0.0081,1.0
,0.57,1.0682,0.008,1.0
,0.5725,1.0568,0.0079,1.0
,0.575,1.0605,0.0078,1.0
,0.5775,1.0612,0.0076,1.0
,0.58,1.0722,0.0075,1.0
,0.5825,1.0645,0.0074,1.0
,0.585,1.0899,0.0073,1.0
,0.5875,1.0453,0.0071,1.0
,0.59,1.0807,0.0071,1.0
,0.5925,1.107,0.0071,1.0
,0.595,1.0766,0.007,1.0
,0.5975,1.0745,0.0069,1.0
,0.6,1.1108,0.0068,1.0
,0.6025,1.1149,0.0068,1.0
,0.605,1.1044,0.0067,1.0
,0.6075,1.114,0.0066,1.0
,0.61,1.1208,0.0065,1.0
,0.6125,1.1116,0.0064,1.0
,0.615,1.1107,0.0064,1.0
,0.6175,1.1497,0.0064,1.0
,0.62,1.1237,0.0063,1.0
,0.6225,1.1346,0.0062,1.0
,0.625,1.1268,0.0062,1.0
,0.6275,1.1489,0.0062,1.0
,0.63,1.1388,0.0061,1.0
,0.6325,1.1542,0.0061,1.0
,0.635,1.129,0.0061,1.0
,0.6375,1.1396,0.006,1.0
,0.64,1.1572,0.0059,1.0
,0.6425,1.1615,0.0059,1.0
,0.645,1.1755,0.0059,1.0
,0.6475,1.1865,0.0059,1.0
,0.65,1.1838,0.0059,1.0
,0.6525,1.1739,0.0058,1.0
,0.655,1.1855,0.0058,1.0
,0.6575,1.2285,0.0059,1.0
,0.66,1.218,0.006,1.0
,0.6625,1.1756,0.0057,1.0
,0.665,1.1799,0.0056,1.0
,0.6675,1.1761,0.0056,1.0
,0.67,1.1931,0.0055,1.0
,0.6725,1.2223,0.0056,1.0
,0.675,1.2113,0.0055,1.0
,0.6775,1.2167,0.0055,1.0
,0.68,1.2189,0.0055,1.0
,0.6825,1.2152,0.0055,1.0
,0.685,1.2048,0.0055,1.0
,0.6875,1.2579,0.0056,1.0
,0.69,1.225,0.006,1.0
,0.6925,1.178,0.0057,1.0
,0.695,1.1904,0.0055,1.0
,0.6975,1.1954,0.0055,1.0
,0.7,1.2177,0.0055,1.0
,0.7025,1.2158,0.0055,1.0
,0.705,1.2383,0.0055,1.0
,0.7075,1.2339,0.0056,1.0
,0.71,1.2298,0.0056,1.0
,0.7125,1.231,0.0055,1.0
,0.715,1.2543,0.0056,1.0
,0.7175,1.2632,0.0057,1.0
,0.72,1.2083,0.0058,1.0
,0.7225,1.1935,0.0057,1.0
,0.725,1.2254,0.0058,1.0
,0.7275,1.2073,0.0059,1.0
,0.73,1.1919,0.0059,1.0
,0.7325,1.2012,0.0059,1.0
,0.735,1.2346,0.0059,1.0
,0.7375,1.2619,0.006,1.0
,0.74,1.226,0.0059,1.0
,0.7425,1.23,0.0059,1.0
,0.745,1.2323,0.0059,1.0
,0.7475,1.2258,0.006,1.0
,0.75,1.246,0.006,1.0
,0.7525,1.2383,0.006,1.0
,0.775,1.2166,0.0064,1.0
,0.7775,1.2197,0.0064,1.0
,0.78,1.2373,0.0065,1.0
,0.7825,1.2177,0.0065,1.0
,0.785,1.2167,0.0066,1.0
,0.79,1.2123,0.0068,1.0
,0.7925,1.1899,0.0068,1.0
,0.795,1.2199,0.0068,1.0
,0.7975,1.1811,0.0067,1.0
,0.8,1.2,0.0068,1.0
,0.8025,1.1606,0.0068,1.0
